,file,image_height,image_width,class_name,cx,cy,bbox_w,bbox_h,cx_new,cy_new,bbox_w_new,bbox_h_new,bbox_w_new_log,bbox_h_new_log
162,s12\worker_dataset\13.jpg,419,700,hardhat,588,57,33,19,0.84,0.1360381861575179,0.047142857142857146,0.045346062052505964,-3.0545727735769246,-3.093431940755697
163,s12\worker_dataset\13.jpg,419,700,vest,168,95,97,56,0.24,0.22673031026252982,0.13857142857142857,0.13365155131264916,-1.9763693565400218,-2.0125192291869887
164,s12\worker_dataset\13.jpg,419,700,vest,330,79,90,79,0.4714285714285714,0.18854415274463007,0.12857142857142856,0.18854415274463007,-2.05127066471314,-1.6684230674551161
165,s12\worker_dataset\13.jpg,419,700,vest,405,109,37,96,0.5785714285714286,0.26014319809069214,0.05285714285714286,0.22911694510739858,-2.94016242239918,-1.4735227284543015
166,s12\worker_dataset\13.jpg,419,700,vest,618,101,54,96,0.8828571428571429,0.24105011933174225,0.07714285714285714,0.22911694510739858,-2.5620962884791303,-1.4735227284543015
167,s12\worker_dataset\13.jpg,419,700,vest,583,93,29,91,0.8328571428571429,0.22195704057279236,0.041428571428571426,0.2171837708830549,-3.1837845050569307,-1.5270114134052877
168,s12\worker_dataset\13.jpg,419,700,vest,453,150,60,101,0.6471428571428571,0.35799522673031026,0.08571428571428572,0.24105011933174225,-2.456735772821304,-1.4227504030808782
169,s12\worker_dataset\13.jpg,419,700,boots,189,243,45,52,0.27,0.5799522673031027,0.06428571428571428,0.12410501193317422,-2.744417845273085,-2.0866272013407103
170,s12\worker_dataset\13.jpg,419,700,boots,321,226,29,53,0.4585714285714286,0.5393794749403341,0.041428571428571426,0.12649164677804295,-3.1837845050569307,-2.067579006370016
171,s12\worker_dataset\13.jpg,419,700,boots,381,233,18,44,0.5442857142857143,0.5560859188544153,0.025714285714285714,0.10501193317422435,-3.66070857714724,-2.2536812860038764
172,s12\worker_dataset\13.jpg,419,700,boots,396,262,21,64,0.5657142857142857,0.6252983293556086,0.03,0.15274463007159905,-3.506557897319982,-1.878987836562466
173,s12\worker_dataset\13.jpg,419,700,boots,419,261,33,66,0.5985714285714285,0.6229116945107399,0.047142857142857146,0.1575178997613365,-3.0545727735769246,-1.8482161778957122
174,s12\worker_dataset\13.jpg,419,700,boots,481,378,33,15,0.6871428571428572,0.9021479713603818,0.047142857142857146,0.03579952267303103,-3.0545727735769246,-3.329820718819928
175,s12\worker_dataset\14.jpg,1080,1870,hardhat,1129,416,90,61,0.6037433155080214,0.3851851851851852,0.0481283422459893,0.05648148148148148,-3.0338840395183673,-2.873842455944954
176,s12\worker_dataset\14.jpg,1080,1870,hardhat,1634,306,102,80,0.8737967914438503,0.2833333333333333,0.05454545454545454,0.07407407407407407,-2.908720896564361,-2.6026896854443837
177,s12\worker_dataset\14.jpg,1080,1870,vest,1171,498,159,182,0.6262032085561497,0.46111111111111114,0.08502673796791443,0.1685185185185185,-2.4647895076284008,-1.78070963304147
178,s12\worker_dataset\14.jpg,1080,1870,vest,1637,450,136,178,0.8754010695187165,0.4166666666666667,0.07272727272727272,0.1648148148148148,-2.6210388241125804,-1.8029327698261803
179,s12\worker_dataset\15.jpg,957,1300,hardhat,101,13,129,63,0.07769230769230769,0.013584117032392894,0.09923076923076923,0.06583072100313479,-2.310307139087956,-2.720668665061422
180,s12\worker_dataset\15.jpg,957,1300,hardhat,457,109,60,37,0.3515384615384615,0.11389759665621735,0.046153846153846156,0.038662486938349006,-3.0757749812275272,-3.25288547880873
181,s12\worker_dataset\15.jpg,957,1300,hardhat,892,274,63,40,0.6861538461538461,0.28631138975966564,0.04846153846153846,0.04179728317659352,-3.0269848170580955,-3.174923937339018
182,s12\worker_dataset\15.jpg,957,1300,hardhat,1013,105,73,49,0.7792307692307693,0.109717868338558,0.05615384615384615,0.051201671891327065,-2.879660102301237,-2.9719830933423275
183,s12\worker_dataset\15.jpg,957,1300,vest,56,127,167,302,0.043076923076923075,0.13270637408568442,0.12846153846153846,0.3155694879832811,-2.052125731032873,-1.1533763740780845
184,s12\worker_dataset\15.jpg,957,1300,vest,359,159,114,105,0.27615384615384614,0.16614420062695925,0.0876923076923077,0.109717868338558,-2.4339210950551324,-2.209843041295431
185,s12\worker_dataset\15.jpg,957,1300,vest,889,341,85,82,0.6838461538461539,0.3563218390804598,0.06538461538461539,0.08568443051201671,-2.7274682869593114,-2.457084144188701
186,s12\worker_dataset\15.jpg,957,1300,vest,1048,209,144,185,0.8061538461538461,0.21839080459770116,0.11076923076923077,0.19331243469174503,-2.2003062438736274,-1.6434475663746295
187,s12\worker_dataset\15.jpg,957,1300,boots,73,727,84,49,0.05615384615384615,0.7596656217345873,0.06461538461538462,0.051201671891327065,-2.7393027446063143,-2.9719830933423275
188,s12\worker_dataset\15.jpg,957,1300,boots,279,682,60,19,0.21461538461538462,0.7126436781609196,0.046153846153846156,0.019853709508881923,-3.0757749812275272,-3.9193644122865137
189,s12\worker_dataset\15.jpg,957,1300,boots,391,506,77,22,0.3007692307692308,0.5287356321839081,0.05923076923076923,0.022988505747126436,-2.8263141215959444,-3.7727609380946383
190,s12\worker_dataset\15.jpg,957,1300,boots,1072,585,92,99,0.8246153846153846,0.6112852664576802,0.07076923076923076,0.10344827586206896,-2.648330966400588,-2.268683541318364
191,s12\worker_dataset\15.jpg,957,1300,boots,1043,551,31,60,0.8023076923076923,0.5757575757575758,0.023846153846153847,0.06269592476489028,-3.736132338964482,-2.7694588292308535
192,s12\worker_dataset\16.jpg,1312,2136,hardhat,90,430,116,46,0.042134831460674156,0.3277439024390244,0.054307116104868915,0.0350609756097561,-2.913100008973721,-3.3506665730149394
193,s12\worker_dataset\16.jpg,1312,2136,hardhat,235,380,126,69,0.1100187265917603,0.2896341463414634,0.05898876404494382,0.052591463414634144,-2.8304082931286074,-2.945201464906775
194,s12\worker_dataset\16.jpg,1312,2136,hardhat,552,583,57,39,0.25842696629213485,0.44435975609756095,0.026685393258426966,0.02972560975609756,-3.623638932245535,-3.5157463233743877
195,s12\worker_dataset\16.jpg,1312,2136,hardhat,766,556,43,33,0.3586142322097378,0.42378048780487804,0.020131086142322098,0.025152439024390245,-3.905490084386523,-3.6828004080375543
196,s12\worker_dataset\16.jpg,1312,2136,hardhat,854,601,34,22,0.399812734082397,0.4580792682926829,0.015917602996254682,0.01676829268292683,-4.140329675463924,-4.088265516145719
197,s12\worker_dataset\16.jpg,1312,2136,hardhat,971,556,42,26,0.4545880149812734,0.42378048780487804,0.019662921348314606,0.019817073170731708,-3.929020581796717,-3.9212114314825524
198,s12\worker_dataset\16.jpg,1312,2136,hardhat,1246,601,32,22,0.5833333333333334,0.4580792682926829,0.0149812734082397,0.01676829268292683,-4.200954297280359,-4.088265516145719
199,s12\worker_dataset\16.jpg,1312,2136,hardhat,1309,608,36,29,0.6128277153558053,0.4634146341463415,0.016853932584269662,0.022103658536585365,-4.083171261623976,-3.8120121395175603
200,s12\worker_dataset\16.jpg,1312,2136,hardhat,1464,586,37,29,0.6853932584269663,0.44664634146341464,0.017322097378277154,0.022103658536585365,-4.055772287435861,-3.8120121395175603
201,s12\worker_dataset\16.jpg,1312,2136,hardhat,1550,612,24,22,0.7256554307116105,0.46646341463414637,0.011235955056179775,0.01676829268292683,-4.48863636973214,-4.088265516145719
202,s12\worker_dataset\16.jpg,1312,2136,hardhat,1611,507,77,40,0.7542134831460674,0.3864329268292683,0.03604868913857678,0.03048780487804878,-3.3228847782264017,-3.4904285153900982
203,s12\worker_dataset\16.jpg,1312,2136,hardhat,1899,384,129,44,0.8890449438202247,0.2926829268292683,0.060393258426966294,0.03353658536585366,-2.8068777957184134,-3.395118335585773
204,s12\worker_dataset\16.jpg,1312,2136,vest,40,513,162,231,0.018726591760299626,0.3910060975609756,0.07584269662921349,0.1760670731707317,-2.5790938648477013,-1.7368902589822408
205,s12\worker_dataset\16.jpg,1312,2136,vest,186,505,176,232,0.08707865168539326,0.38490853658536583,0.08239700374531835,0.17682926829268292,-2.4962062050419336,-1.7325705978377244
206,s12\worker_dataset\16.jpg,1312,2136,vest,490,632,100,138,0.22940074906367042,0.4817073170731707,0.04681647940074907,0.10518292682926829,-3.061520014091994,-2.25205428434683
207,s12\worker_dataset\16.jpg,1312,2136,vest,760,604,77,90,0.35580524344569286,0.4603658536585366,0.03604868913857678,0.06859756097560976,-3.3228847782264017,-2.679498299173769
208,s12\worker_dataset\16.jpg,1312,2136,vest,837,642,69,77,0.39185393258426965,0.4893292682926829,0.032303370786516857,0.0586890243902439,-3.432583695482826,-2.8355025476503504
209,s12\worker_dataset\16.jpg,1312,2136,vest,960,605,60,116,0.449438202247191,0.4611280487804878,0.028089887640449437,0.08841463414634146,-3.572345637857985,-2.4257177783976696
210,s12\worker_dataset\16.jpg,1312,2136,vest,1158,626,77,56,0.5421348314606742,0.4771341463414634,0.03604868913857678,0.042682926829268296,-3.3228847782264017,-3.153956278768885
211,s12\worker_dataset\16.jpg,1312,2136,vest,1253,644,65,80,0.5866104868913857,0.49085365853658536,0.030430711610486893,0.06097560975609756,-3.492302930184448,-2.797281334830153
212,s12\worker_dataset\16.jpg,1312,2136,vest,1497,619,65,90,0.7008426966292135,0.4717987804878049,0.030430711610486893,0.06859756097560976,-3.492302930184448,-2.679498299173769
213,s12\worker_dataset\16.jpg,1312,2136,vest,1631,585,96,152,0.7635767790262172,0.4458841463414634,0.0449438202247191,0.11585365853658537,-3.1023420086122493,-2.155427448657758
214,s12\worker_dataset\16.jpg,1312,2136,vest,1872,490,179,138,0.8764044943820225,0.37347560975609756,0.08380149812734082,0.10518292682926829,-2.4793043942393305,-2.25205428434683
215,s12\worker_dataset\16.jpg,1312,2136,boots,46,913,93,99,0.02153558052434457,0.6958841463414634,0.04353932584269663,0.07545731707317073,-3.1340907069268296,-2.5841881193694443
216,s12\worker_dataset\16.jpg,1312,2136,boots,198,920,70,87,0.09269662921348315,0.7012195121951219,0.03277153558052434,0.0663109756097561,-3.4181949580307265,-2.713399850849451
217,s12\worker_dataset\16.jpg,1312,2136,boots,328,929,115,99,0.15355805243445692,0.708079268292683,0.05383895131086142,0.07545731707317073,-2.921758071716835,-2.5841881193694443
218,s12\worker_dataset\16.jpg,1312,2136,boots,473,856,60,52,0.22144194756554308,0.6524390243902439,0.028089887640449437,0.039634146341463415,-3.572345637857985,-3.228064250922607
219,s12\worker_dataset\16.jpg,1312,2136,boots,735,781,33,59,0.3441011235955056,0.5952743902439024,0.01544943820224719,0.04496951219512195,-4.170182638613605,-3.101770525598315
220,s12\worker_dataset\16.jpg,1312,2136,boots,773,793,27,54,0.3618913857677903,0.604420731707317,0.012640449438202247,0.041158536585365856,-4.370853334075757,-3.19032392293976
221,s12\worker_dataset\16.jpg,1312,2136,boots,820,793,26,52,0.3838951310861423,0.604420731707317,0.012172284644194757,0.039634146341463415,-4.408593662058603,-3.228064250922607
222,s12\worker_dataset\16.jpg,1312,2136,boots,876,797,33,36,0.4101123595505618,0.6074695121951219,0.01544943820224719,0.027439024390243903,-4.170182638613605,-3.595789031047924
223,s12\worker_dataset\16.jpg,1312,2136,boots,960,787,60,49,0.449438202247191,0.5998475609756098,0.028089887640449437,0.037347560975609755,-3.572345637857985,-3.2874876713934076
224,s12\worker_dataset\16.jpg,1312,2136,boots,1272,787,26,36,0.5955056179775281,0.5998475609756098,0.012172284644194757,0.027439024390243903,-4.408593662058603,-3.595789031047924
225,s12\worker_dataset\16.jpg,1312,2136,boots,1330,788,19,36,0.6226591760299626,0.600609756097561,0.008895131086142321,0.027439024390243903,-4.722251220913645,-3.595789031047924
226,s12\worker_dataset\17.jpg,668,1000,hardhat,653,303,57,25,0.653,0.4535928143712575,0.057,0.0374251497005988,-2.864704011147587,-3.2854123486684452
227,s12\worker_dataset\17.jpg,668,1000,hardhat,775,456,25,12,0.775,0.6826347305389222,0.025,0.017964071856287425,-3.6888794541139363,-4.019381523748645
228,s12\worker_dataset\17.jpg,668,1000,hardhat,829,489,32,18,0.829,0.7320359281437125,0.032,0.02694610778443114,-3.4420193761824103,-3.613916415640481
229,s12\worker_dataset\17.jpg,668,1000,hardhat,762,473,17,9,0.762,0.7080838323353293,0.017,0.01347305389221557,-4.074541934925921,-4.307063596200426
230,s12\worker_dataset\17.jpg,668,1000,vest,657,350,75,124,0.657,0.5239520958083832,0.075,0.18562874251497005,-2.5902671654458267,-1.684006607931609
231,s12\worker_dataset\17.jpg,668,1000,vest,750,491,16,27,0.75,0.7350299401197605,0.016,0.040419161676646706,-4.135166556742356,-3.2084513075323167
232,s12\worker_dataset\17.jpg,668,1000,vest,766,486,18,26,0.766,0.7275449101796407,0.018,0.038922155688622756,-4.017383521085972,-3.2461916355151637
233,s12\worker_dataset\17.jpg,668,1000,vest,875,523,18,51,0.875,0.7829341317365269,0.018,0.07634730538922156,-4.017383521085972,-2.57246254081232
234,s12\worker_dataset\17.jpg,668,1000,boots,666,589,60,64,0.666,0.8817365269461078,0.06,0.09580838323353294,-2.8134107167600364,-2.345405090176974
235,s12\worker_dataset\17.jpg,668,1000,boots,728,587,20,59,0.728,0.8787425149700598,0.02,0.08832335329341318,-3.912023005428146,-2.426750729630926
236,s12\worker_dataset\18.jpg,900,1200,hardhat,224,434,94,56,0.18666666666666668,0.4822222222222222,0.07833333333333334,0.06222222222222222,-2.546782053506088,-2.7770430725891617
237,s12\worker_dataset\18.jpg,900,1200,hardhat,493,356,67,28,0.41083333333333333,0.39555555555555555,0.05583333333333333,0.03111111111111111,-2.8853842163851255,-3.4701902531491067
238,s12\worker_dataset\18.jpg,900,1200,hardhat,623,308,65,33,0.5191666666666667,0.3422222222222222,0.05416666666666667,0.03666666666666667,-2.9156895658804545,-3.3058872018578307
239,s12\worker_dataset\18.jpg,900,1200,hardhat,952,411,80,35,0.7933333333333333,0.45666666666666667,0.06666666666666667,0.03888888888888889,-2.70805020110221,-3.247046701834897
240,s12\worker_dataset\18.jpg,900,1200,vest,203,494,65,182,0.16916666666666666,0.5488888888888889,0.05416666666666667,0.20222222222222222,-2.9156895658804545,-1.5983880762475153
241,s12\worker_dataset\18.jpg,900,1200,vest,690,373,132,198,0.575,0.41444444444444445,0.11,0.22,-2.2072749131897207,-1.5141277326297755
242,s12\worker_dataset\18.jpg,900,1200,vest,984,483,94,150,0.82,0.5366666666666666,0.07833333333333334,0.16666666666666666,-2.546782053506088,-1.791759469228055
243,s12\worker_dataset\19.jpeg,1667,2500,hardhat,570,871,82,56,0.228,0.52249550089982,0.0328,0.033593281343731254,-3.417326763592039,-3.393429192015645
244,s12\worker_dataset\19.jpeg,1667,2500,hardhat,738,780,102,55,0.2952,0.46790641871625677,0.0408,0.032993401319736056,-3.199073197572021,-3.411447697518323
245,s12\worker_dataset\19.jpeg,1667,2500,hardhat,1494,623,113,82,0.5976,0.3737252549490102,0.0452,0.04919016196760648,-3.0966581921439515,-3.012061635486541
246,s12\worker_dataset\19.jpeg,1667,2500,hardhat,1733,640,135,82,0.6932,0.38392321535692864,0.054,0.04919016196760648,-2.9187712324178627,-3.012061635486541
247,s12\worker_dataset\19.jpeg,1667,2500,vest,541,953,118,208,0.2164,0.5716856628674265,0.0472,0.1247750449910018,-3.0533613863906273,-2.081242803049476
248,s12\worker_dataset\19.jpeg,1667,2500,vest,727,880,131,184,0.2908,0.5278944211157769,0.0524,0.11037792441511697,-2.9488486876551407,-2.2038451251418083
249,s12\worker_dataset\19.jpeg,1667,2500,vest,1465,758,184,253,0.586,0.4547090581883623,0.0736,0.15176964607078583,-2.6091102532473065,-1.8853913940232738
250,s12\worker_dataset\19.jpeg,1667,2500,vest,1720,760,182,266,0.688,0.4559088182363527,0.0728,0.15956808638272346,-2.6200393237794968,-1.8352845739690948
251,s12\worker_dataset\19.jpeg,1667,2500,boots,1427,1308,66,60,0.5708,0.7846430713857229,0.0264,0.035992801439712056,-3.6343912688298667,-3.3244363205286933
252,s12\worker_dataset\19.jpeg,1667,2500,boots,1573,1330,71,40,0.6292,0.7978404319136173,0.0284,0.02399520095980804,-3.5613661338149765,-3.7299014286368575
253,s12\worker_dataset\19.jpeg,1667,2500,boots,1684,1306,69,58,0.6736,0.7834433113377325,0.0276,0.03479304139172166,-3.5899395062590327,-3.3583378722043746
254,s12\worker_dataset\19.jpeg,1667,2500,boots,1777,1328,47,33,0.7108,0.7966406718656269,0.0188,0.01979604079184163,-3.9738984091462335,-3.922273321284314
255,s12\worker_dataset\20.jpg,754,1200,hardhat,262,199,98,35,0.21833333333333332,0.2639257294429708,0.08166666666666667,0.046419098143236075,-2.50510935710552,-3.0700443065185423
256,s12\worker_dataset\20.jpg,754,1200,hardhat,789,67,102,41,0.6575,0.08885941644562334,0.085,0.054376657824933686,-2.4651040224918206,-2.9118203013036483
257,s12\worker_dataset\20.jpg,754,1200,vest,261,286,131,154,0.2175,0.3793103448275862,0.10916666666666666,0.20424403183023873,-2.21487951257494,-1.588439765594327
258,s12\worker_dataset\20.jpg,754,1200,vest,781,156,122,157,0.6508333333333334,0.20689655172413793,0.10166666666666667,0.20822281167108753,-2.286055791042835,-1.5691465626596481
259,s12\worker_dataset\21.jpg,1080,1920,hardhat,1068,178,128,106,0.55625,0.1648148148148148,0.06666666666666667,0.09814814814814815,-2.70805020110221,-2.321277226006198
260,s12\worker_dataset\21.jpg,1080,1920,hardhat,1447,265,116,100,0.7536458333333333,0.24537037037037038,0.06041666666666667,0.09259259259259259,-2.8064902739154625,-2.379546134130174
261,s12\worker_dataset\21.jpg,1080,1920,vest,1056,308,193,314,0.55,0.2851851851851852,0.10052083333333334,0.29074074074074074,-2.297390276116942,-1.235323334210012
262,s12\worker_dataset\21.jpg,1080,1920,vest,1410,386,193,265,0.734375,0.3574074074074074,0.10052083333333334,0.24537037037037038,-2.297390276116942,-1.4049864941320431
263,s12\worker_dataset\21.jpg,1080,1920,boots,1064,937,146,84,0.5541666666666667,0.8675925925925926,0.07604166666666666,0.07777777777777778,-2.576473843313491,-2.5538995212749516
264,s12\worker_dataset\21.jpg,1080,1920,boots,1142,915,114,39,0.5947916666666667,0.8472222222222222,0.059375,0.03611111111111111,-2.8238820166273317,-3.321154673988619
265,s12\worker_dataset\21.jpg,1080,1920,boots,1466,927,124,95,0.7635416666666667,0.8583333333333333,0.06458333333333334,0.08796296296296297,-2.7397988994167903,-2.4308394285177246
266,s12\worker_dataset\21.jpg,1080,1920,boots,1430,931,96,51,0.7447916666666666,0.862037037037037,0.05,0.04722222222222222,-2.995732273553991,-3.0528906873939397
267,s12\worker_dataset\22.jpg,1350,1800,hardhat,179,333,176,69,0.09944444444444445,0.24666666666666667,0.09777777777777778,0.051111111111111114,-2.325057948846104,-2.973753366835216
268,s12\worker_dataset\22.jpg,1350,1800,hardhat,484,1,173,165,0.2688888888888889,0.0007407407407407407,0.0961111111111111,0.12222222222222222,-2.342250349386477,-2.1019143975318944
269,s12\worker_dataset\22.jpg,1350,1800,hardhat,1343,184,134,125,0.7461111111111111,0.1362962962962963,0.07444444444444444,0.09259259259259259,-2.5977021439333448,-2.379546134130174
270,s12\worker_dataset\22.jpg,1350,1800,vest,207,477,127,239,0.115,0.35333333333333333,0.07055555555555555,0.17703703703703705,-2.6513548574256647,-1.7313963195009645
271,s12\worker_dataset\22.jpg,1350,1800,vest,1378,359,117,338,0.7655555555555555,0.2659259259259259,0.065,0.25037037037037035,-2.7333680090865,-1.3848139759494564
272,s12\worker_dataset\22.jpg,1350,1800,vest,841,695,32,43,0.4672222222222222,0.5148148148148148,0.017777777777777778,0.03185185185185185,-4.029806041084529,-3.4466597557389127
273,s12\worker_dataset\22.jpg,1350,1800,boots,369,968,96,223,0.205,0.717037037037037,0.05333333333333334,0.16518518518518518,-2.9311937524164198,-1.8006880999723565
274,s12\worker_dataset\22.jpg,1350,1800,boots,596,986,121,224,0.33111111111111113,0.7303703703703703,0.06722222222222222,0.16592592592592592,-2.699751398287515,-1.7962138195774353
275,s12\worker_dataset\22.jpg,1350,1800,boots,1164,937,142,150,0.6466666666666666,0.6940740740740741,0.07888888888888888,0.1111111111111111,-2.5397148862829955,-2.1972245773362196
276,s12\worker_dataset\22.jpg,1350,1800,boots,167,912,62,130,0.09277777777777778,0.6755555555555556,0.034444444444444444,0.0962962962962963,-3.3684075588391647,-2.340325420976893
277,s12\worker_dataset\22.jpg,1350,1800,boots,1410,983,38,170,0.7833333333333333,0.7281481481481481,0.021111111111111112,0.1259259259259259,-3.85795578415787,-2.0720614343822135
278,s12\worker_dataset\23.jpg,417,626,hardhat,158,93,81,61,0.2523961661341853,0.22302158273381295,0.12939297124600638,0.14628297362110312,-2.0449012164276597,-1.9222123576254901
279,s12\worker_dataset\23.jpg,417,626,hardhat,328,90,68,68,0.5239616613418531,0.2158273381294964,0.10862619808306709,0.1630695443645084,-2.219842665923992,-1.8135785166226948
280,s12\worker_dataset\23.jpg,417,626,vest,82,154,110,94,0.13099041533546327,0.36930455635491605,0.1757188498402556,0.22541966426858512,-1.7388700053076822,-1.4897914395287977
281,s12\worker_dataset\23.jpg,417,626,vest,408,116,134,106,0.6517571884984026,0.27817745803357313,0.21405750798722045,0.2541966426858513,-1.5415105711491872,-1.3696471276867344
282,s12\worker_dataset\23.jpg,417,626,boots,183,354,97,48,0.29233226837060705,0.8489208633093526,0.15495207667731628,0.11510791366906475,-1.8646393925967157,-2.1618852108909103
283,s12\worker_dataset\23.jpg,417,626,boots,61,317,54,58,0.09744408945686901,0.7601918465227818,0.08626198083067092,0.13908872901678657,-2.4503663245358243,-1.9726432112523822
284,s12\worker_dataset\23.jpg,417,626,boots,472,344,44,31,0.7539936102236422,0.8249400479616307,0.07028753993610223,0.07434052757793765,-2.6551607371818373,-2.5990990173136552
285,s12\worker_dataset\23.jpg,417,626,boots,511,265,23,57,0.8162939297124601,0.6354916067146283,0.036741214057507986,0.1366906474820144,-3.3038561551709487,-1.9900349539642512
286,s12\worker_dataset\24.png,423,606,hardhat,77,173,22,10,0.12706270627062707,0.408983451536643,0.036303630363036306,0.02364066193853428,-3.3158375327109986,-3.744787086052232
287,s12\worker_dataset\24.png,423,606,hardhat,317,181,21,16,0.523102310231023,0.42789598108747046,0.034653465346534656,0.037825059101654845,-3.362357548345891,-3.274783456806497
288,s12\worker_dataset\24.png,423,606,hardhat,329,140,15,14,0.5429042904290429,0.3309692671394799,0.024752475247524754,0.03309692671394799,-3.698829784967104,-3.4083148494310196
289,s12\worker_dataset\24.png,423,606,hardhat,218,17,16,12,0.35973597359735976,0.04018912529550828,0.026402640264026403,0.028368794326241134,-3.634291263829533,-3.5624655292582776
290,s12\worker_dataset\24.png,423,606,hardhat,9,16,18,9,0.01485148514851485,0.037825059101654845,0.0297029702970297,0.02127659574468085,-3.5165082281731497,-3.8501476017100584
291,s12\worker_dataset\24.png,423,606,hardhat,2,62,15,10,0.0033003300330033004,0.14657210401891252,0.024752475247524754,0.02364066193853428,-3.698829784967104,-3.744787086052232
292,s12\worker_dataset\24.png,423,606,hardhat,98,37,19,13,0.1617161716171617,0.08747044917257683,0.03135313531353135,0.030732860520094562,-3.462441006902874,-3.4824228215847413
293,s12\worker_dataset\24.png,423,606,hardhat,289,14,18,15,0.4768976897689769,0.03309692671394799,0.0297029702970297,0.03546099290780142,-3.5165082281731497,-3.339321977944068
294,s12\worker_dataset\24.png,423,606,hardhat,348,9,19,11,0.5742574257425742,0.02127659574468085,0.03135313531353135,0.026004728132387706,-3.462441006902874,-3.6494769062479073
295,s12\worker_dataset\24.png,423,606,hardhat,413,64,20,18,0.6815181518151815,0.15130023640661938,0.033003300330033,0.0425531914893617,-3.4111477125153233,-3.1570004211501135
296,s12\worker_dataset\24.png,423,606,hardhat,538,108,24,19,0.8877887788778878,0.2553191489361702,0.039603960396039604,0.04491725768321513,-3.228826155721369,-3.1029331998798373
297,s12\worker_dataset\24.png,423,606,hardhat,539,161,25,18,0.8894389438943895,0.3806146572104019,0.041254125412541254,0.0425531914893617,-3.1880041612011136,-3.1570004211501135
298,s12\worker_dataset\24.png,423,606,hardhat,457,261,25,13,0.7541254125412541,0.6170212765957447,0.041254125412541254,0.030732860520094562,-3.1880041612011136,-3.4824228215847413
299,s12\worker_dataset\24.png,423,606,hardhat,501,297,26,18,0.8267326732673267,0.7021276595744681,0.0429042904290429,0.0425531914893617,-3.1487834480478325,-3.1570004211501135
300,s12\worker_dataset\24.png,423,606,vest,98,56,24,25,0.1617161716171617,0.13238770685579196,0.039603960396039604,0.0591016548463357,-3.228826155721369,-2.828496354178077
301,s12\worker_dataset\24.png,423,606,vest,20,33,15,31,0.033003300330033,0.07801418439716312,0.024752475247524754,0.07328605200945626,-3.698829784967104,-2.6133849745611317
302,s12\worker_dataset\24.png,423,606,vest,106,307,45,37,0.17491749174917492,0.7257683215130024,0.07425742574257425,0.08747044917257683,-2.6002174962989946,-2.4364542664020536
303,s12\worker_dataset\24.png,423,606,vest,85,196,25,30,0.14026402640264027,0.46335697399527187,0.041254125412541254,0.07092198581560284,-3.1880041612011136,-2.6461747973841225
304,s12\worker_dataset\24.png,423,606,vest,311,207,38,37,0.5132013201320133,0.48936170212765956,0.0627062706270627,0.08747044917257683,-2.7692938263429285,-2.4364542664020536
305,s12\worker_dataset\24.png,423,606,vest,448,273,25,44,0.7392739273927392,0.6453900709219859,0.041254125412541254,0.10401891252955082,-3.1880041612011136,-2.263182545128017
306,s12\worker_dataset\24.png,423,606,vest,492,325,40,39,0.8118811881188119,0.7683215130023641,0.066006600660066,0.09219858156028368,-2.7180005319553784,-2.3838105329166317
307,s12\worker_dataset\24.png,423,606,vest,526,181,35,32,0.8679867986798679,0.42789598108747046,0.057755775577557754,0.07565011820330969,-2.8515319245799007,-2.5816362762465515
308,s12\worker_dataset\24.png,423,606,vest,530,129,27,27,0.8745874587458746,0.3049645390070922,0.04455445544554455,0.06382978723404255,-3.1110431200649855,-2.751535313041949
309,s12\worker_dataset\24.png,423,606,vest,403,83,25,21,0.665016501650165,0.19621749408983452,0.041254125412541254,0.04964539007092199,-3.1880041612011136,-3.002849741322855
310,s12\worker_dataset\24.png,423,606,vest,331,71,18,23,0.5462046204620462,0.16784869976359337,0.0297029702970297,0.054373522458628844,-3.5165082281731497,-2.9118779631171283
311,s12\worker_dataset\24.png,423,606,vest,346,26,23,25,0.570957095709571,0.061465721040189124,0.037953795379537955,0.0591016548463357,-3.2713857701401645,-2.828496354178077
312,s12\worker_dataset\24.png,423,606,vest,282,31,26,17,0.46534653465346537,0.07328605200945626,0.0429042904290429,0.04018912529550828,-3.1487834480478325,-3.214158834990062
313,s12\worker_dataset\24.png,423,606,vest,219,34,27,28,0.3613861386138614,0.08037825059101655,0.04455445544554455,0.06619385342789598,-3.1110431200649855,-2.715167668871074
314,s12\worker_dataset\24.png,423,606,boots,97,238,17,16,0.16006600660066006,0.5626477541371159,0.028052805280528052,0.037825059101654845,-3.5736666420130985,-3.274783456806497
315,s12\worker_dataset\24.png,423,606,boots,124,393,25,11,0.20462046204620463,0.9290780141843972,0.041254125412541254,0.026004728132387706,-3.1880041612011136,-3.6494769062479073
316,s12\worker_dataset\24.png,423,606,boots,139,372,21,12,0.22937293729372937,0.8794326241134752,0.034653465346534656,0.028368794326241134,-3.362357548345891,-3.5624655292582776
317,s12\worker_dataset\24.png,423,606,boots,507,403,27,7,0.8366336633663366,0.9527186761229315,0.04455445544554455,0.016548463356973995,-3.1110431200649855,-4.101462029990965
318,s12\worker_dataset\24.png,423,606,boots,549,242,14,18,0.905940594059406,0.5721040189125296,0.0231023102310231,0.0425531914893617,-3.767822656454056,-3.1570004211501135
319,s12\worker_dataset\24.png,423,606,boots,313,268,16,16,0.5165016501650165,0.6335697399527187,0.026402640264026403,0.037825059101654845,-3.634291263829533,-3.274783456806497
